  1037, -13415,  -2239,  12916,   -383,  16882,   -751, -15994,  -5616,   -417, -10721,  31744,   6018,  30814,  19026,  -7829, 
-15537,  31640, -13170, -19669,  11030,  -9701, -19847, -22471, -28133,    902,  16815, -22724,  -9650,   9523, -22006,  -5008, 
 -1244, -15224,   9560,   9218,   8794, -25586,   5298,  20572,  25742,  32139,   7102, -28570,  -1140, -32002,  19171,  10541, 
 -6988,  10948,  -6133, -28068, -29924,  -8256, -19209,  19735,   6300, -31198,  17970, -27886,  14093, -19203,  10751, -21007, 
 -2032,  -9467,  30374,  10830,  25141,   8203,  -1425,  -9527, -28619,  20986,  -1853, -30034,  16766,   9273,  -8604,   7098, 
  1770,  12246,  20571,  23037,  24663,  25571, -15064,  26614,  25523,   3953,  -5502, -28687,  20125,   3763, -30685,   5209, 
 31379, -11956,  20678,  28795,  -2648, -19082, -27488, -29717, -30765,  24701,    -63,  17544, -25338, -25209,  -7168,  23414, 
 -8002, -22069,  29364,  27755, -23297,  -2726, -11721,   3297,   8112,  10180, -29144,  -5178, -26543, -29075,  -9218, -12026, 
-10218,   8125,  25354,  -1932, -19363,  16910, -13981,  23061,  -9168, -10601, -28407,  15844, -16508, -26420,   4885,  13059, 
-24062, -27192,  14637,   1425,   4039,  10167,  -4466, -15479,    314,  11898,   -260,  31566, -20497,  19150,   1639, -10240, 
-24102,   4952, -17359,  28679,  25318,  21928,  22877,  -8551,  12993, -28710,  14476,  22992,  -6747, -30433, -29237,  -4555, 
-31788,  31228,  31511, -28416, -22370,  -4843,  -7101,  29059, -10477,  32606,  15677,  -6230, -28833,  20904,  -1251,   2923, 
 -3706,    489, -13760,  19027,  13815,  -2776,  17652,  14234, -21646,  12365,  -6171, -13339, -12029,  17667,  20397,   8250, 
-13005,  20759, -21397, -26762,   8533, -25380,  -7110, -10781,  -1126,   1205, -24844,  27760, -25970,  27378,  12474, -19715, 
 23994, -10684, -12422,  10907,   5915,   7570,   7240, -27543, -27216,   4202,   3930, -21969,  28818,  -2937,  10006,  15699, 
 -5749, -26473, -18907, -31952,  21875,  10459,  15641, -25412, -30067,  24170,  -8411,   -411, -29807,  27646,  24154,  -1926, 
 10367, -21812,   4045,    983, -16515,  -8828,  24783,   1903, -29974, -25213, -27039, -27280, -17959, -22048,  13659, -31210, 
-30627, -13338,  14021,  16655,  15932,  -3964,  -8709, -16146,  -3558, -31390,   2607,   6254,   9685, -11536,  -4455,   1279, 
  1055, -17229, -13636,  31766,  23512,  17678,  -4635,  -7099,  14461,  25276,  27306, -11157, -14963, -20808,  23712, -32745, 
 24329, -15233,  19296, -26617,  26228,  14753,  -2979,   2498,  10406, -25686,   2570,  19022, -28288,  22389,   7985, -27686, 
  3671, -23114,  31010,  18598, -25183, -29292, -18221, -10803,  30575, -27596,  26484,   8818, -13655, -10691, -25647,  18795, 
-28624,  -2573, -25418, -20191,  12031, -27539,  -4353,  31876, -32683,  -7537,   2754, -27529, -20679, -27414, -14407,  27989, 
  7732,  23076,   6392,  29236,   1180,  28280,   7065,  27409, -14486,  -1370, -29622, -13620,  -7683, -23546,  15002,  25158, 
  1085,  11625, -11909,   7114,    503,  19826,   6830,   3004,  11966,  26112,  -2788, -21842, -28077,  17916, -13369,    712, 
 -2697, -28595, -11106,  -7742,  18520,  -6682,   4683, -10663,  31601,    289, -22065, -16169,   8288,  -2946, -12837, -28965, 
 -3443, -15073,  12528,   6177, -23361,  26015,  -6089, -18562,   5483, -10399,   7346,  17820,   4061,   9858,  12773, -25368, 
 30744,   6003,   5398, -22860,  10709,   2224, -12442,  16775, -28820, -32300,   1631, -16791, -20600,  31272,  10733, -29029, 
-21643,  -7473,  16173,  13463,   4586,  26718, -13713, -30986,   4242,  29576, -27499, -17275,  18096, -24299,  21797,   -904, 
  -825,   6093,  -1216,  11085,   2469,   6981,  -4537,   2283,  30901, -14709,  -8757, -26442,  18951,  31586,  -9565,  15772, 
-21486, -29082,  17783,  -7293,  18008,   3258, -10958, -20322, -10971, -21398,  10675, -16858, -22179,  24061,      2,   3967, 
-15050,   9574, -25798,  15290,   8117,   -264,  -8653,  19007, -31286,  23115, -18726, -26845,     63,  -9875, -15653,  10417, 
 12864, -19180, -21527,  21248,  13349,   1035,  -7189, -24405,  29207,   3022,  -3849, -11050,   -872, -23836, -31256,  -4142, 
 16924, -14115, -10613,  23380,  30407, -25199,  11260, -22138,   3261, -13052,   2457,   9656,  30756,  14370,  30119,  12111, 
 -7529,  -6656, -20691,   8355,  19708, -26569,  -9646,  29791, -25469, -29508,  18254,  29474,  14755, -13498,  -3440,   7170, 
 -3668, -25976,  14758,   -495,  29391, -20171,  21975,  -8952,  18250, -25999, -24104,  15511,  -1151, -30463, -17892,  29214, 
 12415,  -5153,   7851,  25077,  16106, -22018, -29517,  -2187,  -1552,  11533, -15659, -17480,  27492, -15644,  -3513, -25100, 
 26714, -16109, -30306,   3918,  -8024, -27482, -18411,  11130,  17434, -16523,  27354,   9479,   3884,   8420,  17428,  12320, 
 28560,   3005, -25032,  30480,  24948,  -9390,  15458, -32051,  -8572,  27448, -22970,  -1796,  -3426, -24629,  15395, -23286, 
-17930,  -1995,  12293,   8569, -32134,  -8343, -12806,  19401,  31864,  -3441,  17913, -22779,  11675,  20257,   -745,  21963, 
 16038, -12862,  -3535,  24405, -23105,  24034,  -1666,  -6266, -21654, -20977, -11729, -15637, -24436,  13780, -26214, -23110, 
-12606,  -8054, -20984,   2276,  10469,  18105, -25013, -15464,  29331, -24047, -25581,  28539, -20813,  12267,  30541,  -7872, 
 14682,   3107,    203, -13079,  12034,  20055,   7495,   6931,  -1792,  31477,  -8696,  -8577,  13932,   3782,  -2941,   8133, 
 32757,  14738,  -9183,  27403,  27953,  20133,  17263,   7480,   9614,  -8365,  32707, -12747,  19218,  13073, -15310,   2958, 
  -921,  19439,  16018,  16538,   7327,  -4096,  -2591,   1392,  31140,  17853,  24650, -15510, -28359, -25175, -23179,   4829, 
-14257, -18935,   -646, -10348,  -2178,  -3078,  14944, -10122,   5642, -26872,  15454, -14384,  -8534, -23371,  31631, -29399, 
-30863,  -8250, -23605,   4424,  -6449,  22815,  21920, -29642,  27535,  13693,  10041,  -8085, -13210, -21796, -32403,    375, 
 30212, -23239,  30398, -16549,  22243,  26371,   1163,    777, -28103,   5409,  27571,  29074, -10086, -21281,  23336, -10294, 
 22745,   8329,   9069,  -1923,  -2375, -18879,  30213,  12902,  10744, -13974,  25036,  21374, -10420, -30872,  -7012,   1897, 
  9436,  -5648,  -2137,   3139,   5768, -18882,   3698,  -3238,   4272,   7415, -28662, -32665,   8002,  -4333,  11173, -26779, 
 32756,  21609,  24534,  27765, -19396,  27901,  26444, -22912, -30737,  -1658,  20977, -16311, -26865,  24854,  18838,  32304, 
-29688, -24024,  -7061,  21002,  18849, -18814, -12753,   2268, -30716, -19787,   5431, -13694,  22212,  -1632,  24870,    465, 
-22257,  11191, -15732,  29749,  26816, -12726,  18229,  11291, -15866,  12662,  -8483,  29031, -29162,  -5343,  18733,  22335, 
-13216,  12757,  14926,  14355,   7943,  -7586,  19951, -24484,    371,  31911, -21748,  -3226,  26263,  22852,  28042,  22255, 
-29098, -13114,   3461,  -7210,  31493,  18211, -14705, -21112, -20505, -16539,  24818,  27879, -21884, -31662,  18950,  -1053, 
-24534,   4156, -30183,  30183,  -5739,   4604,  19292,  25259,  31393,  13383,  -6540,  16442,   9937, -24331,   5063,  -6909, 
-26862, -23947,  12882, -28305,   4773, -27954,  31454, -22110,  -4522, -20993, -16256,  17637,   9338, -31434,   3155, -17604, 
 32403,  21985,  31346, -21863, -19371,  27923,  14730,  23984, -30966,   7835, -31839,  19442, -26204,  -9370, -28316,  10203, 
-32174,   2004, -20990,  -3100, -14401,   8175, -16368, -18473,  13742,  31500,   8557,  -8538,  21565,  30166,  -1502,   7945, 
  3743,   1367, -23576,  -8721,   6995, -18187,  -9062, -15312, -31998,   6056,   2075,  -7411, -27782,  -5982,  -1904,  26676, 
-14983,  14570,  12632,  21068,   1052,   9220,  26695,  10215,  28334,  27443,  32203,  -2843, -22731,     13,  13034,  14810, 
 18927,  -3466,  21543, -27371,  13444, -15931, -11842, -10324,  31275, -26472,  -5036, -10548,   8578,  27473, -19307, -31239, 
  4578, -26299, -11115, -14823,  21479, -27734, -21945,  30227, -25891,   2123, -28809,  -1574,  20173,  30004,  14998,  28078, 
 27642,   3597, -15505,  -9386,   1666, -29497,  -8727,   1410,   5304, -12760,  16162,  19946, -15292, -21631,  20752, -12721, 
-24903,  -8138,  27841, -21374,   8870,   8516,  29868, -13357,  31195,  27940, -29747,  21303,  30430, -22055,    247,  12836, 
 31265,  29172,  22560, -27302,  -7271,  16081, -21263,   5340, -25312, -11002,  16382,   7872,  -9564,  23500,  19917, -21758, 
 28292,  18047,  14394, -23992, -25377, -24644, -25389,  -3813,  27873,  10029,  20816, -22276,   7539,   2383, -17296,   6343, 
 -9303, -17156,  19671,   2247,  26419,    445,  16941, -29037,  19784,   9342,  20006,  31961,  22138, -16449, -19048,  20109, 
-21780,  13413,  -9601,  31769,  -7973,  17620, -11673, -14188,  -3593, -19280, -11160, -30664, -31681, -14525,  23801, -17276, 
 29271, -11750, -21663, -28358, -29472, -18325, -32633,  -5314, -10731,   4126, -10675,   8255,  22461,  30646,  20847, -31545, 
-21158,  -5647, -32285,    175, -10743, -20232, -11497,  20674, -25736,  16261, -22319,  -1173,  32722,  21010, -28933, -20922, 
-25694, -20299, -32214,  13521, -13490,  23274,  18687,   -381,   8572,  12503, -17629, -12757, -29856, -16725,  -5346,  15832, 
-24638,  16613, -26241,  25355,  -3086, -24766,  16768,  -4662,  17911,  12080,  19016, -23966, -17442,   9210,   -506, -24866, 
-20954,  20126,  26795, -32312,  32459,  23593,  -6396,  27369,   5716,  26330,   4731,   5985,  18117,  -1006, -26986,  -7356, 
-27974,  24878, -15515,  24336,  -3253, -30653,   1981,   5573, -27671, -24472, -32362, -13705, -31046, -11409,  23498, -13297, 
-26125,  11427,  -3456,  22320, -21888,  28446,  18365,  14764,  -6625,  32571, -19895, -17086,  18982,  -7289,  31395,  30623, 
-22561, -32333, -20644,  27707, -23164,  23242, -19966,   8201,  29041, -30639,   6258,  21859,  18755,  32514,  12639,  27190, 
 -9313, -32310,  14811,  28710, -14910,  22090, -17003,  24664,  25676,  32030,   -152,  12181, -27509, -21402,   -611, -19819, 
 31114,  27609, -31157, -17431,  31979, -10062,  18444,  19035,  27798,  22268,  -5814,  21047, -10592,  17305,  23200,   8153, 
 30203,  17621, -22169,   4745,  13259,  20036,  11981,  23206,   -455,  -1757,  32116,  18544,  -9949,   2971,  -3472,  30007, 
 -4587,  23430,   7228, -27999, -14399, -24983, -23764,  30658,  -6626,  15690, -23295, -15466,  -5832, -20554,  12508,  29720, 
 11662, -21420,  10190,   5299, -19567, -31673,  -8907, -30570, -11476,  -1093,  -8425, -29813,  15323, -28748,  22680,   7004, 
 32142,  32222,   7437, -22832,  26681, -15357,    965,   1539, -25946,   1300,  23349,  25452,   6267,   -388, -11770, -29719, 
 28463,  28365, -26478,  11873,   5568, -16668, -25763,  12427,   4597, -14320,  22275, -22070, -32573,  30418,  15687,  -3639, 
 -5804,   8166,  23067,    473,   7066,  29188, -15235, -19679, -12599,  -1710,   6806,  26940, -12836,  32008,  30809,  27308, 
  1788,  -1586,  13728,  15881, -32297,  -3784,  31154,   2140,  24393,   2364, -10812,  19168,  -2412, -24622,  -1544,  11122, 
  2686,  -7822,  14568,  22347,   7918,  27152,  26978, -30008, -32499,  14366,  28237, -22087,   2015,  12060,   4131,   7236, 
 14917,  28656,  18749,  15559,  -5424, -20193,  -8091,  22135,  -8116, -24151, -12727,   9174,  15273,  16861, -12899,  27055, 
 27201,  25696, -13480,   3399,   7205,    892,   8055, -29004,   8867, -18704,  32214,    922,  12029,    695,  26739, -30758, 
-28374, -29706,  29569,  28831,  10496,  17906, -19139,  29981, -31559,  21092,    901, -28286, -23298,  26135, -16117,  -8206, 
   992,  19551, -18788, -15833,  31340,  16143,  -7689,  15484,  29621, -27521, -21485, -10173,  30735, -28960, -20662,   1327, 
 26700,  -1690, -16769, -11500,  -8965, -11282,   7671,   5691,   -435, -25337,  -5296,  19651,  -3927, -26247,   2115,   -236, 
 13425,  32655,  -3729,  31597,  -9667, -28694,   6022, -10242,  14081, -10655,  17564,  23951,  20517,  -1559, -26015,  28324, 
-12552,  10422,  -4011, -10837,  17963,  18366,  14935, -28963,  -5097, -19387, -17747, -15612,  28796, -32224,   6178, -29019, 
 23751, -22853,  25935, -12697,  -8454,   2944, -16830,  16206,  31522,  -8133, -25676,    212,   3588,  18799,  32725,  30305, 
-23561,  -2228,  -2761,  11773, -32135, -11328, -27355,   6585,  -5423,  17127, -11824, -30619,   6938,  29655, -14634,   5512, 
 15590,  12933,  -5786, -13302,  -8257, -27737,  19433, -17625, -13471,  25280,  17502,  -5121,   -906, -18358, -28259,  -9915, 
 14280,    502,   4487, -26825, -15535,  14620, -10759,  -3612,  10737, -10219,  -8722,   5536,   1352,  18374, -29936,   1819, 
 29238, -30525,  11335, -30495,   6445,   1107,  28665,  17402, -19502, -10366, -22183,  16840,  12002,  -1833,  11525,   6045, 
 16737,   8707, -12476,  12790,  11316,  31371, -19531,   9171, -23516,  -4476,  15784, -14671, -30726, -28066, -16170, -11182, 
-27200,   6934,   8131,  28667, -30399,   8701,  18741,  14043,  26147, -19978,  -3955,  29320,  -1701,   1185,    471,   2418, 
 18995,  25308,  12912, -29359, -23784,  -9082,   5157, -14561,  32431,  20763,   7508,  22799, -32437,  18020, -30717,  21251, 
 -2238, -28868,   9504, -12235,   -628,   1294, -27441,  -1605,  14823,  11872,  29785, -25854,   2476, -27223, -28775,  25772, 
  9217, -12063,  -9101,  11439,   7141, -27363,  11069, -17271,   8031, -13187, -32761,   1015, -32587,   6331, -23441,  -8518, 
  6363,  20932, -11235, -21212,  25813,  24431,  12135,  -7708,  21754,  31019,  -1721,  23945,  27300, -23399,  24660, -17145, 
 26058, -13880,  16839, -18458,  -7312, -18507, -31808,  23837,  26810,   6714, -27151,  23160,  17537,  -8777,  18297,  17333, 
-11511,  -4945,  27540, -14071,    559,  25540,  11303, -24295,  -7404, -19926, -28752, -13232, -12595,  17837,  27478,  28517, 
-20618, -17766,   5391,  19074, -18802,  18268,  12661, -19551,   8212, -29023,  18933, -25659,  12296,  -5114, -20267, -19115, 
  8445, -26541,  12059,  11326, -24850, -17897, -19291,  22094,  26312, -23008,  30547,  12340,   5487, -20552,  32205,  16160, 
-17476,  31231, -11023,  13997,  11823,  30879,  24728, -16921, -10446,  29262,  25337, -13962,   5181,  -7002, -28386,   1450, 
 21313, -20683,  31985, -30661, -21175, -29152, -20469,  -4719,   6150,    968,  32146,  -3945, -32475,   3643,  17675,  -8541, 
 -2338, -29967,  32746,  17224, -25671, -29503,  27618,  16636,  17782,   1380,  17421,  22494,   5709,  19533,   4929, -24004, 
 24327,  25403,   9056, -13432,   4364, -15258,  21668,  13474,  -9761,  29329,  23208,  -8822,  25983, -27050, -26153,  15815, 
-26192,  15574, -10939, -28207,  -1450,  15639, -19042,   9380, -22898,   7355,  11426,  21351, -32359,  23312,   4166,  29568, 
 21034,   6724,   7675, -26868,  18188, -12949,  -7476,  30435,  27802, -10063,  12626,   7597, -32011,  27915,   1511,  22501, 
  9119, -12316,  -8588,  29499, -24186,   6171, -28274,  31032, -14696, -19829,  -4274,  30135, -17553,  -1241,  14039, -12312, 
 27726,   4352,  -4955,   4091,  23122,  15052,  12582,   2710,   9580,  17059, -19839,   -175, -26950,  18160,  22818, -22043, 
 11029,  -9967,  -6035,  23940,  25463, -18123,  19366,  27207,  23797,  16494,  25798,   -263,   7576, -10534,  11464,  14523, 
-29138, -17211,  18121,  10398,  15565,  15840,  24175,  18276, -32596,  13954,   1109,  12457, -29735,  14679,  -1333, -16290, 
-30106,  25356,  21211, -32470, -32215,  15843, -20072, -10707,  28972, -25086,  -8881, -11687,  -2120, -21185,  15365,  13465, 
 -2123,  23375,  13657,  -4631,  17242, -30466,  14607, -15040, -29778,  21796,  -6818,   8586, -10057, -29033,   3738, -23744, 
 30968,  15209,  16450, -11458,  30326, -12052,  20485,  16446,   9638,  19212,  28154, -27424,  -8170, -10003,  20969,  24955, 
-11528,  -6615,  13169,   1441,  21074,  -3568, -28343,  10060,  -4252, -24353,  22689,   7250,  29406, -29512, -30599, -22153, 
 28634, -28127, -27126,   7956,  -4508, -15884,   1573,  25067,   2874,   5359,  23522, -30491,  23759,  31040,  29634,   2468, 
  -427,  19665, -18599,  -6802, -13425,  19311, -16010, -25991,  23825,  14674, -12526, -12616, -17739,  14648,  -5871,   8891, 
 10118, -25706,   4071,   9040,  28134,  -5751, -10558, -31776, -27281, -29100, -10320,  16842,  20208,  28713,  -4435, -28479, 
 13507, -27347,  -5380, -32430,  22903,    654,  25106,  11648, -17269,  15370, -19077, -13453,  31532,  20544,  -8668,  28690, 
 25622, -25562, -21115, -20897,  24503,  -1801,  26952,  16217, -14974, -19166,  17538,   -515,  32201,  24213, -31091, -20640, 
-26368, -20132,  27826,   6975,  19043, -31059,   -797,  -8524, -23797,   4535,  -2029,  22158,  -3411,  -5685,  13972,  21964, 
  8264, -11446,   3031,   1671,  28350,  17134, -13804, -27396,  25519, -20572,   5964,  27945,  26872,  14706,   2664,   8465, 
 28002, -29852,   3064,   4943,  31192, -10251,    591, -10728,   3098,  24245, -24545,  -1350, -30300, -24176, -15666,  -4276, 
 31841,   7370, -30087, -27857, -23496,  29422, -15617,  18021, -14848,  30882,  26723, -27824,  16919, -20822,   5012,  24459, 
-14609, -16190, -30707,   2510,  17250,  30966, -10167,  -8782,  14586,   9983,  20645,  -4556,  31702, -31104,  22250, -13982, 
 -1505,  27515, -17551, -27114,  19245,  11372,  26794,  17150,  -6158, -19240,   1274,   4821, -22010,   8819, -27642,  -2608, 
 -9165,   9288,  -8455, -29694,  29961,  11690, -32717,  -6432, -30478,  26304,  28044, -11798,  -7170,   6922,  18570,  -6855, 
 14298,  -4848,  28475, -22597,  17321, -24796,  17912,   6197, -27388, -19155,  12198, -16798,  22403,  -5575,  24315,   4737, 
-20923,  -5192,   -357, -28148,   4760, -32060,   3808,  22607,   7159, -11631,  18419,  30285,  28074,  -8643, -10617, -23405, 
-12504,  19514, -32266, -21937, -10252,  -4317, -15808,  14264,  16233, -23356,  -6681, -28326, -25536,  29841,   9469,  26593, 
  3418,  17733,   3511,  -5839,  27275, -32711, -28173,   9898,   4173, -27475,  -4362,  -5850, -12155, -13577, -11191, -14712, 
  8991, -31142, -24254,  13736,  -7384, -13719, -12428,  -2982,  12987, -20981, -23815, -32148, -13202,  -4625,  20603,  -1595, 
-13862,   3225,  -2151,  -9111,  12408,  15335, -24205,  19846,  10998,   8500,  23354, -16167, -27221,  19359, -26133,  29177, 
  4118,  29998, -19883,  16824,  10471,  27328,  20616, -31502,   2210,   2932,   4462, -27474,   3943,   7288, -11684, -32327, 
 -5077, -15160,  31626,  -6247, -10227,  21064, -24218,  22982,  27941,   5495,  25501,  17934,  17381,  -6920, -30101,  29478, 
 25004, -29411, -29921,  28406, -21382, -19108,  12537,  -3107,  22046, -15879,  22253,  -5528, -30988, -30115,  12514, -28109, 
 29049, -14597,  22164,   6574,   2284,  29013,  20226,   2397, -25125,  10897, -13199,  -3279,   8362,  27093, -11548, -28292, 
-26871,   1349, -18081,  -8922,   6760, -22738,    550,  17663,   6434, -23903,  -1828,   3640,  23820, -12896, -13220,   9940, 
-25967,  -6006,  31182, -26415, -19020,  -9770, -28605,  -7303, -21371,  21344, -17736, -10661,  15874,  22578, -32210, -15268, 
